Millis,Year,Month,Day,Hour,Min,TotalOdo,EngineSpeed,GasPedalPos,EngineSts,NeutralSwSts,ACPressure,ThrottlePos,EngineFrictionTorque,EngineTorgue,GasPedalAct,GasPedalGradient,ActualPedalPos,ClutchUpStop,ClutchInterLk,AnalogClutch,EngineWaterTemp,GearShiftIndication,FuelConsumptionGAG,SuggestedGearGSI,ActualGearGSI,EngineOilTemp,BrakePedalSwitchNCSts,BrakePedalSwitchNOSts,OperationModeSts,TurnIndicationSts,KeyInIgnSts,Cmdlgn_FailSts,CmdlgnSts,ExternalTemperature,ExternalTemperatureFailSts,ParkBrakeSts,BatteryChargeSts,ExternalTemperatureAD_Voltage,FuelLevel,InternalLightLevel,FuelLevelFailsSts,InternalLightSts,NotFilteredFuelLevel,BatteryStateOfFunction,CompressorACReqSts,FUEL_VOLT,BrkBstrVac,BrkTrq,BrkTrq_Driver,HSA_BrkPrss,VechileSpeedVSOCSig,CMMInterventionAct,PrefillActive,BrakeInterventionSts,ESCActive,ABSActive,MasterCylinderPressure,VechileSpeedVSOCSigFailSts,BSMShiftInterfernece,BrkPrss_One,BrkPrss_Two,SyncPos,OverSteering,UnderSteering,REF_VEH_SPEED,VehicleStandSts,BrkBstrVac_OBD,batteryVoltageLevelHP,StateOfCharge,VoltageMin,VoltageMax,BatteryCurrentLevel,BatteryTemperature,IBS_V_Batt,IBS_I_Batt,IBS_T_Batt,IBS_I_Range,IBS_SOC,IBS_SOF_Q,IBS_SOC_Accuracy,IBS_SOF_Q_Accuracy,IBS_SOH_Q,IBS_SOF_V,IBS_SOH_Q_Accuracy,IBS_SOF_V_Accuracy,IBS_Q_received,IBS_Q_released,IBS_Tm_Lst_Reset_Sec,IBS_Tm_Lst_Reset_Days,IBS_R_Batt,IBS_R_Batt_25,IBS_SOF_t_Accuracy,IBS_PreWakeupVoltage,IBS_SOF_t,IBS_IBATT_QUIESCENT,IBS_SOF_V1,LHFWheelSpeed,RHFWheelSpeed,LHRWheelSpeed,RHRWheelSpeed,VIN_DATA
1593771,2020,1,14,19,30,2630,901,0,2,0,119,217,38,523,0,128,0,1,0,118,126,0,636,15,15,2,0,1,8,0,0,0,4,224,0,0,12,61,71,3,0,1,45,20,1,109,44,0,0,5,347,0,0,0,0,0,0,0,0,157,154,2,0,0,43,1,148,396,100,96,136,2500,67,11157,11157,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,345,345,343,343,231713
1594271,2020,1,14,19,30,2630,882,0,2,0,119,218,38,542,0,128,0,1,0,120,126,0,790,15,15,2,1,1,8,0,0,0,4,224,0,0,12,61,71,3,0,1,50,20,1,114,44,103,105,5,342,0,0,0,0,0,17,0,0,169,165,2,0,0,42,1,148,396,100,96,136,2500,67,11162,11162,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,339,339,339,338,231713
1594771,2020,1,14,19,30,2630,994,0,2,1,119,220,38,490,0,128,0,1,0,172,126,0,395,15,0,2,1,1,8,0,0,0,4,224,0,0,12,61,71,3,0,1,41,20,1,115,46,52,0,5,328,0,0,0,0,0,1,0,0,169,165,2,0,0,41,1,148,396,100,96,136,2500,67,11167,11167,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,325,324,323,322,231713
1595271,2020,1,14,19,30,2630,965,0,2,0,119,220,38,486,0,128,0,1,0,175,126,0,290,15,15,2,0,0,8,0,0,0,4,224,0,0,12,61,71,3,0,1,46,20,1,111,46,2,0,5,319,0,0,0,0,0,0,0,0,157,153,2,0,0,40,1,146,396,100,96,136,2500,67,11170,11170,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,315,318,314,317,231713
1595771,2020,1,14,19,30,2630,1375,19,2,0,119,194,37,516,1,128,19,1,0,77,126,0,768,15,0,2,0,0,8,0,0,0,4,224,0,0,12,61,71,3,0,1,48,20,1,122,45,0,0,5,301,0,0,0,0,0,0,0,0,157,153,2,0,0,38,1,147,397,100,96,136,2500,67,11182,11182,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,299,303,290,291,231713
1596271,2020,1,14,19,30,2630,1259,34,2,0,120,16,36,590,1,128,33,0,0,30,126,0,1781,2,2,2,0,0,8,0,0,0,4,224,0,0,12,61,71,3,0,1,52,20,1,130,44,0,0,5,313,0,0,0,0,0,0,0,0,157,153,2,0,0,39,1,147,397,100,96,136,2500,67,11181,11181,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,312,312,310,311,231713
1596772,2020,1,14,19,30,2630,1387,35,2,0,121,16,36,594,1,128,34,0,0,27,126,0,2086,2,2,2,0,0,8,0,0,0,4,224,0,0,12,61,71,3,0,1,59,20,1,123,44,0,0,5,344,0,0,0,0,0,0,0,0,157,153,2,0,0,42,1,148,397,100,96,136,2500,67,11183,11183,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,343,343,340,340,231713
1597272,2020,1,14,19,30,2630,1409,0,2,0,121,16,36,483,0,128,0,1,0,98,126,0,795,2,2,2,0,0,8,0,0,0,4,224,0,0,12,61,71,3,0,1,43,20,1,120,43,0,0,5,371,0,0,0,0,0,0,0,0,157,153,2,0,0,46,1,148,397,100,96,136,2500,67,11184,11184,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,369,367,372,370,231713
1597773,2020,1,14,19,30,2630,1013,0,2,0,122,200,36,462,0,128,0,1,0,188,126,0,0,2,15,2,0,0,8,0,0,0,4,224,0,0,12,61,71,3,0,1,45,20,1,110,43,0,0,5,369,0,0,0,0,0,0,0,0,157,153,2,0,0,46,1,148,397,100,96,136,2500,67,11176,11176,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,366,366,364,365,231713
1598273,2020,1,14,19,30,2630,1016,50,2,0,121,15,37,592,1,131,48,0,0,37,126,0,1818,2,3,2,0,0,8,0,0,0,4,224,0,0,12,61,71,3,0,1,55,20,1,118,43,0,0,5,374,0,0,0,0,0,0,0,0,157,153,2,0,0,46,1,148,396,100,96,136,2500,67,11174,11174,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,373,373,371,370,231713
1598773,2020,1,14,19,30,2630,1034,51,2,0,121,13,37,636,1,128,50,0,0,13,126,0,1931,3,3,2,0,0,8,0,0,0,4,224,0,0,12,61,71,3,0,1,43,20,1,115,43,0,0,5,400,0,0,0,0,0,0,0,0,157,153,2,0,0,50,1,149,397,100,96,136,2500,67,11176,11176,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,398,398,395,396,231713
1599274,2020,1,14,19,30,2630,1119,51,2,0,120,14,37,640,1,128,50,0,0,14,126,0,2431,3,3,2,0,0,8,0,0,0,4,224,0,0,12,61,71,3,0,1,45,20,1,106,43,0,0,5,431,0,0,0,0,0,0,0,0,157,154,2,0,0,53,1,149,397,100,96,136,2500,67,11179,11179,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,429,430,426,425,231713
1599774,2020,1,14,19,30,2630,1193,35,2,0,120,14,37,627,1,124,39,0,0,14,126,0,2340,3,3,2,0,0,8,0,0,0,4,224,0,0,12,61,71,3,0,1,45,20,1,115,42,0,0,5,461,0,0,0,0,0,0,0,0,157,153,2,0,0,57,1,149,397,100,96,136,2500,67,11180,11180,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,459,460,457,456,231713
1600275,2020,1,14,19,30,2630,1184,0,2,0,120,35,37,474,0,128,0,0,0,15,126,0,204,3,3,2,0,0,8,0,0,0,4,224,0,0,12,62,71,3,0,1,48,20,1,111,42,0,0,5,468,0,0,0,0,0,0,0,0,157,153,2,0,0,58,1,149,397,100,96,136,2500,67,11182,11182,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,465,465,465,465,231713
1600776,2020,1,14,19,30,2630,1200,9,2,0,119,39,37,490,1,128,2,0,0,15,126,0,395,3,3,2,0,0,8,0,0,0,4,224,0,0,12,62,71,3,0,1,37,20,1,104,42,0,0,5,460,0,0,0,0,0,0,0,0,157,153,2,0,0,57,1,149,397,100,96,136,2500,67,11173,11173,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,456,457,457,457,231713
1601276,2020,1,14,19,30,2630,1192,15,2,0,119,32,36,538,1,128,15,0,0,15,126,0,986,3,3,2,0,0,8,0,0,0,4,224,0,0,12,62,71,3,0,1,45,20,1,106,42,0,0,5,462,0,0,0,0,0,0,0,0,157,153,2,0,0,57,1,149,397,100,96,136,2500,67,11178,11178,77,0,100,108,2,2,138,156,0,2,2447,1774,23722,848,96,98,2,1023,324,255,126,459,459,457,458,231713
1601777,2020,1,14,19,30,2630,1212,15,2,0,119,16,36,532,1,128,15,0,0,15,126,0,936,3,3,2,0,0,8,0,0,0,4,224,0,0,12,62,71,3,0,1,47,20,1,112,42,0,0,5,471,0,0,0,0,0,0,0,0,157,153,2,0,0,58,1,150,397,100,96,136,2500,67,11181,11181,77,0,100,108,2,2,138,156,0,2,2447,1774,23726,848,96,98,2,1023,324,255,126,468,468,464,468,231713
1602277,2020,1,14,19,30,2630,1253,27,2,0,119,15,36,580,1,128,27,0,0,13,126,0,1622,3,3,2,0,0,8,0,0,0,4,224,0,0,12,62,71,3,0,1,46,20,1,106,41,0,0,5,483,0,0,0,0,0,0,0,0,157,153,2,0,0,60,1,150,397,100,96,136,2500,67,11180,11180,77,0,100,108,2,2,138,156,0,2,2447,1774,23726,848,96,98,2,1023,324,255,126,482,481,477,479,231713
1602777,2020,1,14,19,30,2630,1229,0,2,0,118,15,36,476,0,128,0,0,0,14,126,0,218,3,3,2,0,0,8,0,0,0,4,224,0,0,12,62,71,3,0,1,45,20,1,108,41,0,0,5,492,0,0,0,0,0,0,0,0,157,153,2,0,0,61,1,150,397,100,96,136,2500,67,11182,11182,77,0,100,108,2,2,138,156,0,2,2447,1774,23726,848,96,98,2,1023,324,255,126,490,488,487,488,231713
1603278,2020,1,14,19,30,2630,1236,0,2,0,118,202,36,464,0,128,0,0,0,14,126,0,36,3,3,2,0,0,8,0,0,0,4,224,0,0,12,62,71,3,0,1,35,20,1,98,41,0,0,5,482,0,0,0,0,0,0,0,0,157,153,2,0,0,60,1,150,397,100,96,136,2500,67,11182,11182,77,0,100,108,2,2,138,156,0,2,2447,1774,23726,848,96,98,2,1023,324,255,126,478,478,477,478,231713
1603778,2020,1,14,19,30,2630,1204,0,2,0,118,15,36,463,0,128,0,0,0,15,126,0,0,3,3,2,0,0,8,0,0,0,4,224,0,0,12,62,71,3,0,1,45,20,1,109,41,0,0,5,470,0,0,0,0,0,0,0,0,157,153,2,0,0,59,1,150,397,100,96,136,2500,67,11175,11175,77,0,100,108,2,2,138,156,0,2,2447,1774,23726,848,96,98,2,1023,324,255,126,469,468,464,465,231713
1604279,2020,1,14,19,30,2630,1190,0,2,0,118,16,36,485,0,128,0,0,0,15,126,0,272,3,3,2,0,0,8,0,0,0,4,224,0,0,12,62,71,3,0,1,45,20,1,103,40,0,0,5,462,0,0,0,0,0,0,0,0,157,153,2,0,0,57,1,150,397,100,96,136,2500,67,11179,11179,77,0,100,108,2,2,138,156,0,2,2447,1774,23726,848,96,98,2,1023,324,255,126,458,458,456,457,231713
1604780,2020,1,14,19,30,2630,1174,0,2,0,118,25,36,490,0,128,0,0,0,15,126,1,318,2,3,2,0,0,8,0,0,0,4,224,0,0,12,62,71,3,0,1,49,20,1,109,40,0,0,5,456,0,0,0,0,0,0,0,0,157,153,2,0,0,57,1,150,397,100,96,136,2500,67,11179,11179,77,0,100,108,2,2,138,156,0,2,2447,1774,23726,848,96,98,2,1023,324,255,126,452,454,450,452,231713
1605280,2020,1,14,19,30,2630,1175,16,2,0,118,32,36,536,1,128,15,0,0,15,126,1,927,2,3,2,0,0,8,0,0,0,4,224,0,0,12,62,71,3,0,1,45,20,1,106,40,0,0,5,456,0,0,0,0,0,0,0,0,157,153,2,0,0,56,1,150,397,100,96,136,2500,67,11181,11181,77,0,100,108,2,2,138,156,0,2,2447,1774,23726,848,96,98,2,1023,324,255,126,452,451,450,449,231713
1605781,2020,1,14,19,30,2630,1202,17,2,0,118,23,36,534,1,128,17,0,0,15,126,0,886,3,3,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,46,20,1,109,40,0,0,5,464,0,0,0,0,0,0,0,0,157,153,2,0,0,57,1,150,397,100,96,136,2500,67,11180,11180,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,462,460,459,458,231713
1606283,2020,1,14,19,30,2630,1204,0,2,0,118,23,36,512,0,128,0,0,0,15,126,0,640,3,3,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,47,20,1,115,40,0,0,5,473,0,0,0,0,0,0,0,0,157,153,2,0,0,59,1,150,397,100,96,136,2500,67,11180,11180,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,471,471,468,466,231713
1606783,2020,1,14,19,30,2630,1196,0,2,0,118,15,36,482,0,128,0,0,0,13,126,0,304,3,3,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,45,20,1,109,40,0,0,5,467,0,0,0,0,0,0,0,0,157,153,2,0,0,58,1,150,397,100,96,136,2500,67,11180,11180,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,462,463,463,463,231713
1607283,2020,1,14,19,30,2630,1192,0,2,0,118,16,36,481,0,128,0,0,0,14,126,0,277,3,3,2,0,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,41,20,1,112,40,0,0,5,462,0,0,0,0,0,0,0,0,158,154,2,0,0,57,1,150,397,100,96,136,2500,67,11180,11180,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,459,458,459,458,231713
1607785,2020,1,14,19,30,2630,1178,0,2,0,117,26,37,487,0,128,0,0,0,15,126,0,327,3,3,2,1,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,45,20,1,109,40,52,0,5,455,0,0,0,0,0,10,0,0,165,161,2,0,0,56,1,150,396,100,96,136,2500,67,11168,11168,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,452,451,451,451,231713
1608285,2020,1,14,19,30,2630,1129,0,2,0,117,77,37,499,0,128,0,1,0,163,126,0,481,3,15,2,1,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,45,20,1,107,41,155,164,5,432,0,0,0,0,0,35,0,0,181,177,2,0,0,53,1,150,396,100,96,136,2500,67,11170,11170,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,427,426,427,428,231713
1608785,2020,1,14,19,30,2630,1142,0,2,1,117,49,37,482,0,128,0,1,0,183,126,0,272,3,0,2,1,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,31,20,1,87,41,297,296,5,382,0,0,0,0,0,49,0,0,190,186,2,0,0,48,1,150,396,100,96,136,2500,67,11170,11170,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,379,378,378,377,231713
1609285,2020,1,14,19,30,2630,1090,0,2,0,117,109,37,482,0,128,0,1,0,182,126,0,272,3,15,2,1,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,37,20,1,105,43,235,217,5,332,0,0,0,0,0,35,0,0,179,176,2,0,0,41,1,148,396,100,96,136,2500,67,11168,11168,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,327,326,324,325,231713
1609785,2020,1,14,19,30,2630,1016,0,2,0,117,109,37,484,0,128,0,1,0,168,126,0,259,3,15,2,1,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,37,20,1,109,43,190,191,5,292,0,0,0,0,0,32,0,0,178,175,2,0,0,36,1,148,396,100,96,136,2500,67,11168,11168,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,288,287,287,287,231713
1610285,2020,1,14,19,30,2630,1003,0,2,0,118,212,37,487,0,128,0,1,0,157,126,0,290,15,15,2,1,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,42,20,1,103,44,184,167,5,253,0,0,0,0,0,25,0,0,173,169,2,0,0,31,1,147,396,100,96,136,2500,67,11165,11165,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,251,249,249,249,231713
1610785,2020,1,14,19,30,2630,953,0,2,0,118,214,37,506,0,128,0,1,0,142,126,0,313,15,15,2,1,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,35,20,1,110,45,45,0,5,238,0,0,0,0,0,9,0,0,167,163,2,0,0,29,1,147,396,100,96,136,2500,67,11163,11163,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,237,236,236,236,231713
1611285,2020,1,14,19,30,2630,966,0,2,0,119,217,38,494,0,128,0,1,0,160,126,0,359,15,15,2,1,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,41,20,1,103,45,272,274,5,202,0,0,0,0,0,55,0,0,194,190,2,0,4,25,1,147,396,100,96,136,2500,67,11161,11161,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,198,194,200,196,231713
1611785,2020,1,14,19,30,2630,969,0,2,1,120,218,38,489,0,128,0,1,0,192,126,0,313,15,15,2,1,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,30,20,1,82,44,385,385,5,136,0,0,0,0,0,64,0,0,199,196,2,0,0,16,1,147,396,100,96,136,2500,67,11162,11162,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,131,125,131,125,231713
1612286,2020,1,14,19,30,2630,960,0,2,0,121,220,38,489,0,128,0,1,0,172,126,0,327,15,15,2,1,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,40,20,1,104,51,59,0,5,97,0,0,0,0,0,9,0,0,164,160,2,0,0,12,1,142,396,100,96,136,2500,67,11163,11163,77,0,100,108,2,2,138,156,0,2,2447,1774,23728,848,96,98,2,1023,324,255,126,97,93,98,94,231713
1612786,2020,1,14,19,30,2630,901,0,2,0,121,220,38,503,0,128,0,1,0,155,126,0,422,15,15,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,50,20,1,106,52,3,0,5,92,0,0,0,0,0,0,0,0,157,153,2,0,0,11,1,142,396,100,96,136,2500,67,11159,11159,77,0,100,108,2,2,138,156,0,2,2447,1774,23731,848,96,98,2,1023,324,255,126,92,91,90,90,231713
1613286,2020,1,14,19,30,2630,837,0,2,0,122,220,38,528,0,128,0,1,0,129,126,0,659,15,15,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,47,20,1,106,51,0,0,5,108,0,0,0,0,0,0,0,0,157,153,2,0,0,13,1,143,396,100,96,136,2500,67,11164,11164,77,0,100,108,2,2,138,156,0,2,2447,1774,23731,848,96,98,2,1023,324,255,126,106,109,106,110,231713
1613786,2020,1,14,19,30,2630,1032,102,2,0,123,31,38,560,1,131,88,0,0,38,126,0,1068,15,1,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,49,20,1,122,49,0,0,5,127,0,0,0,0,0,0,0,0,157,153,2,0,0,15,1,144,397,100,96,136,2500,67,11173,11173,77,0,100,108,2,2,138,156,0,2,2447,1774,23731,848,96,98,2,1023,324,255,126,126,129,124,128,231713
1614287,2020,1,14,19,30,2630,1406,88,2,0,124,15,37,620,1,105,75,0,0,27,126,0,2550,1,1,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,50,20,1,120,48,0,0,5,172,0,0,0,0,0,0,0,0,157,153,2,0,0,20,1,145,397,100,96,136,2500,67,11181,11181,77,0,100,108,2,2,138,156,0,2,2447,1774,23731,848,96,98,2,1023,324,255,126,173,175,172,174,231713
1614788,2020,1,14,19,30,2630,1216,0,2,1,125,15,36,464,0,128,0,1,0,188,126,0,154,1,15,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,54,20,1,120,47,0,0,5,195,0,0,0,0,0,0,0,0,157,153,2,0,0,24,1,145,397,100,96,136,2500,67,11182,11182,77,0,100,108,2,2,138,156,0,2,2447,1774,23731,848,96,98,2,1023,324,255,126,193,194,192,194,231713
1615288,2020,1,14,19,30,2630,866,85,2,0,125,162,37,599,1,128,83,1,0,109,126,0,1218,1,15,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,43,20,1,106,47,0,0,5,200,0,0,0,0,0,0,0,0,157,153,2,0,0,25,1,146,396,100,96,136,2500,67,11165,11165,77,0,100,108,2,2,138,156,0,2,2447,1774,23731,848,96,98,2,1023,324,255,126,200,201,195,197,231713
1615788,2020,1,14,19,30,2630,980,117,2,0,124,76,38,629,1,128,114,0,0,35,126,0,1963,2,2,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,56,20,1,118,46,0,0,5,235,0,0,0,0,0,0,0,0,157,153,2,0,0,28,1,146,396,100,96,136,2500,67,11105,11105,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,235,237,229,232,231713
1616289,2020,1,14,19,30,2630,1120,117,2,0,124,76,37,637,1,128,114,0,0,27,126,0,2340,2,2,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,54,20,1,109,46,0,0,5,274,0,0,0,0,0,0,0,0,157,153,2,0,0,33,1,147,397,100,96,136,2500,67,11105,11105,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,273,276,270,274,231713
1616789,2020,1,14,19,30,2630,1310,117,2,0,124,76,37,661,1,128,114,0,0,27,126,0,2995,2,2,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,54,20,1,109,45,0,0,5,314,0,0,0,0,0,0,0,0,157,153,2,0,0,38,1,147,397,100,96,136,2500,67,11178,11178,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,321,321,317,319,231713
1617289,2020,1,14,19,30,2630,1313,0,2,0,124,14,36,464,0,128,0,1,0,105,126,0,1186,2,15,2,0,0,8,0,0,0,4,224,0,0,12,63,71,3,0,1,54,20,1,120,44,0,0,5,352,0,0,0,0,0,0,0,0,157,153,2,0,0,44,1,147,397,100,96,136,2500,67,11178,11178,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,346,345,352,350,231713
1617789,2020,1,14,19,30,2630,1068,0,2,0,124,14,37,483,0,128,0,1,0,184,125,0,359,2,15,2,0,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,47,20,1,115,44,0,0,5,348,0,0,0,0,0,3,0,0,159,155,2,0,0,43,1,147,396,100,96,136,2500,67,11175,11175,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,346,344,344,344,231713
1618289,2020,1,14,19,30,2630,1027,0,2,1,124,14,37,482,0,128,0,1,0,118,125,0,209,2,0,2,1,1,8,0,0,0,4,224,0,0,12,62,71,3,0,1,41,20,1,115,44,117,119,5,335,0,0,0,0,0,19,0,0,170,166,2,0,0,41,1,148,396,100,96,136,2500,67,11162,11162,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,330,329,330,329,231713
1618789,2020,1,14,19,30,2630,963,0,2,1,121,216,38,481,0,128,0,0,0,39,125,0,236,15,0,2,1,1,8,0,0,0,4,224,0,0,12,62,71,3,0,1,41,20,1,92,44,115,116,5,309,0,0,0,0,0,19,0,0,170,166,2,0,0,38,1,148,396,100,96,136,2500,67,11157,11157,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,307,304,305,304,231713
1619289,2020,1,14,19,30,2630,906,0,2,1,120,219,38,482,0,128,0,0,0,39,125,0,254,15,0,2,1,1,8,0,0,0,4,224,0,0,12,62,71,3,0,1,45,20,1,110,43,124,124,5,283,0,0,0,0,0,21,0,0,171,167,2,0,0,36,1,148,396,100,96,136,2500,67,11159,11159,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,281,280,281,280,231713
1619790,2020,1,14,19,30,2630,844,0,2,1,120,219,38,487,0,128,0,0,0,39,126,0,250,15,0,2,1,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,33,20,1,94,43,171,169,5,253,0,0,0,0,0,28,0,0,176,172,2,0,0,32,1,148,396,100,96,136,2500,67,11158,11158,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,250,251,249,251,231713
1620290,2020,1,14,19,30,2630,851,0,2,1,120,219,39,486,0,128,0,0,0,39,126,0,268,15,0,2,1,1,8,0,0,0,4,224,0,0,12,62,71,3,0,1,41,20,1,103,45,89,78,5,234,0,0,0,0,0,17,0,0,166,162,2,0,0,28,1,147,396,100,96,136,2500,67,11157,11157,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,223,223,222,223,231713
1620791,2020,1,14,19,30,2630,852,0,2,1,120,219,38,486,0,128,0,0,0,39,126,0,277,15,0,2,0,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,45,20,1,120,46,3,0,5,217,0,0,0,0,0,1,0,0,158,154,2,0,0,27,1,146,396,100,96,136,2500,67,11159,11159,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,214,215,213,214,231713
1621291,2020,1,14,19,30,2630,846,0,2,1,120,219,38,488,0,128,0,1,0,167,126,0,300,15,0,2,0,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,48,20,1,100,45,0,0,5,213,0,0,0,0,0,2,0,0,159,155,2,0,0,26,1,146,396,100,96,136,2500,67,11159,11159,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,212,212,210,210,231713
1621792,2020,1,14,19,30,2630,890,0,2,0,121,219,38,489,0,128,0,1,0,159,126,0,322,15,15,2,0,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,37,20,1,112,45,0,0,5,209,0,0,0,0,0,2,0,0,159,155,2,0,0,26,1,147,396,100,96,136,2500,67,11160,11160,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,207,207,206,206,231713
1622292,2020,1,14,19,30,2630,838,0,2,0,121,219,38,509,0,128,0,1,0,146,126,0,445,15,15,2,0,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,49,20,1,118,44,0,0,5,210,0,0,0,0,0,2,0,0,159,155,2,0,0,26,1,147,396,100,96,136,2500,67,11158,11158,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,207,208,206,207,231713
1622793,2020,1,14,19,30,2630,828,0,2,0,121,219,38,522,0,128,0,1,0,143,126,0,586,15,15,2,1,1,8,0,0,0,4,224,0,0,12,63,71,3,0,1,50,20,1,115,44,120,121,5,203,0,0,0,0,0,20,0,0,171,167,2,0,0,25,1,147,396,100,96,136,2500,67,11157,11157,77,0,100,108,2,2,138,156,0,2,2447,1774,23733,848,96,98,2,1023,324,255,126,201,200,200,200,231713
